11111	0
11112	1
11113	2
11114	3
11115	4
11116	5
11121	6
11122	7
11123	8
11124	9
11125	10
11126	11
11131	12
11132	13
11133	14
11134	15
11135	16
11136	17
11141	18
11142	19
11143	20
11144	21
11145	22
11146	23
11151	24
11152	25
11153	26
11154	27
11155	28
11156	29
11161	30
11162	31
11163	32
11164	33
11165	34
11166	35
11211	36
11212	37
11213	38
11214	39
11215	40
11216	41
11221	42
11222	43
11223	44
11224	45
11225	46
11226	47
11231	48
11232	49
11233	50
11234	51
11235	52
11236	53
11241	54
11242	55
11243	56
11244	57
11245	58
11246	59
11251	60
11252	61
11253	62
11254	63
11255	64
11256	65
11261	66
11262	67
11263	68
11264	69
11265	70
11266	71
11311	72
11312	73
11313	74
11314	75
11315	76
11316	77
11321	78
11322	79
11323	80
11324	81
11325	82
11326	83
11331	84
11332	85
11333	86
11334	87
11335	88
11336	89
11341	90
11342	91
11343	92
11344	93
11345	94
11346	95
11351	96
11352	97
11353	98
11354	99
11355	100
11356	101
11361	111
11362	123
11363	200
11364	222
11365	234
11366	300
11411	333
11412	345
11413	400
11414	444
11415	456
11416	500
11421	555
11422	567
11423	600
11424	666
11425	678
11426	700
11431	777
11432	789
11433	800
11434	888
11435	900
11436	999
11441	1000
11442	1111
11443	1234
11444	1492
11445	1500
11446	1600
11451	1700
11452	1800
11453	1900
11454	1910
11455	1920
11456	1925
11461	1930
11462	1935
11463	1940
11464	1945
11465	1950
11466	1955
11511	1960
11512	1965
11513	1970
11514	1975
11515	1980
11516	1985
11521	1990
11522	1991
11523	1992
11524	1993
11525	1994
11526	1995
11531	1996
11532	1997
11533	1998
11534	1999
11535	2000
11536	2001
11541	2002
11542	2003
11543	2004
11544	2005
11545	2006
11546	2007
11551	2008
11552	2009
11553	2010
11554	2015
11555	2020
11556	2030
11561	2035
11562	2040
11563	2045
11564	2050
11565	2222
11566	2345
11611	2468
11612	3000
11613	3333
11614	3456
11615	4000
11616	4321
11621	4444
11622	4567
11623	5000
11624	5555
11625	5678
11626	6000
11631	6666
11632	6789
11633	7000
11634	7777
11635	8000
11636	8888
11641	9000
11642	9876
11643	9999
11644	-
11645	--
11646	---
11651	;
11652	:
11653	:-(
11654	:-)
11655	:(
11656	:)
11661	!
11662	!!
11663	!!!
11664	?
11665	??
11666	???
12111	""""
12112	(
12113	()
12114	)
12115	@
12116	*
12121	**
12122	***
12123	&
12124	#
12125	##
12126	###
12131	%
12132	%%
12133	%%%
12134	+
12135	++
12136	+++
12141	=
12142	==
12143	===
12144	$
12145	$$
12146	$$$
12151	a
12152	aa
12153	aaa
12154	aaaa
12155	ab
12156	ababor
12161	abade
12162	abadesa
12163	abadia
12164	abagune
12165	abaildu
12166	abako
12211	abao
12212	abar
12213	abarka
12214	abaro
12215	abatz
12216	abc
12221	abegi
12222	abendu
12223	abenka
12224	aberats
12225	abere
12226	aberia
12231	aberri
12232	abesti
12233	abestu
12234	abiada
12235	abian
12236	abiatu
12241	abiatze
12242	abil
12243	abilki
12244	abio
12245	abioi
12246	abisatu
12251	abisu
12252	abitu
12253	abizen
12254	abokatu
12255	abortu
12256	abside
12261	absurdo
12262	abujar
12263	aburu
12264	abuztu
12265	abzisa
12266	ac
12311	ad
12312	adabaki
12313	adagio
12314	adaje
12315	adaki
12316	adar
12321	adarka
12322	adats
12323	adausi
12324	adaxka
12325	adei
12326	adeitsu
12331	adia
12332	adiaka
12333	adibide
12334	adiera
12335	adigai
12336	adimen
12341	adin
12342	adina
12343	adinako
12344	adineko
12345	adinon
12346	adintsu
12351	adio
12352	aditu
12353	aditz
12354	aditze
12355	adizki
12356	adoratu
12361	adore
12362	ados
12363	adreilu
12364	aduana
12365	adur
12366	ae
12411	af
12412	afaldu
12413	afari
12414	afera
12415	afixa
12416	afrikar
12421	ag
12422	agata
12423	ageri
12424	agerian
12425	ageriko
12426	agerpen
12431	agertu
12432	agertze
12433	agian
12434	agindu
12435	aginte
12436	agintza
12441	agiraka
12442	agiri
12443	agonia
12444	agor
12445	agorril
12446	agorte
12451	agortu
12452	agudo
12453	agur
12454	agure
12455	agurtu
12456	ah
12461	ahabia
12462	ahago
12463	ahaide
12464	ahaire
12465	ahakar
12466	ahal
12511	ahala
12512	ahalaz
12513	ahaldun
12514	ahalik
12515	ahalke
12516	ahalmen
12521	ahaltsu
12522	ahamen
12523	ahantzi
12524	ahardi
12525	ahari
12526	aharra
12531	ahate
12532	ahats
12533	ahazte
12534	ahaztu
12535	ahi
12536	ahitu
12541	ahizpa
12542	aho
12543	aholku
12544	ahotan
12545	ahots
12546	ahotz
12551	ahoz
12552	ahozko
12553	ahuku
12554	ahul
12555	ahuldu
12556	ahuntz
12561	ahur
12562	ahuspez
12563	ahutz
12564	ai
12565	aiduru
12566	aiei
12611	aienatu
12612	aiene
12613	aieru
12614	aihen
12615	aiher
12616	aihotz
12621	aimara
12622	ainara
12623	aingeru
12624	aingira
12625	aingura
12626	aintza
12631	aintzat
12632	aio
12633	aipamen
12634	aipatu
12635	aipu
12636	airatu
12641	aire
12642	aireko
12643	aisa
12644	aise
12645	aita
12646	aitaren
12651	aitatu
12652	aitatxi
12653	aitona
12654	aitor
12655	aitortu
12656	aitzin
12661	aitzina
12662	aitzur
12663	aiurri
12664	aiuta
12665	aiutu
12666	aizkora
13111	aizto
13112	aiztur
13113	aj
13114	ak
13115	akabatu
13116	akabera
13121	akabo
13122	akabu
13123	akain
13124	akara
13125	akats
13126	akazia
13131	akeita
13132	aker
13133	aketz
13134	akitu
13135	akorde
13136	akordio
13141	akort
13142	akta
13143	aktibo
13144	akto
13145	aktore
13146	akuilu
13151	akura
13152	akuri
13153	akusatu
13154	akzio
13155	al
13156	ala
13161	alaba
13162	alafede
13163	alai
13164	alaitu
13165	alanbre
13166	alargun
13211	alarma
13212	alatu
13213	albait
13214	albiste
13215	albo
13216	album
13221	aldaera
13222	aldagai
13223	aldaka
13224	aldaki
13225	aldakor
13226	aldamen
13231	aldamio
13232	aldapa
13233	aldare
13234	aldats
13235	aldatu
13236	aldatze
13241	alde
13242	aldeko
13243	aldendu
13244	aldera
13245	alderdi
13246	aldetik
13251	aldez
13252	aldeztu
13253	aldi
13254	aldiri
13255	aldiz
13256	aldizka
13261	aldundi
13262	ale
13263	alegera
13264	alegia
13265	aleman
13266	alergia
13311	alfer
13312	algara
13313	alha
13314	alhatu
13315	alimale
13316	aljebra
13321	alkate
13322	alkohol
13323	almute
13324	aloe
13325	aloger
13326	alor
13331	alpapa
13332	alper
13333	alta
13334	altu
13335	altuera
13336	altxatu
13341	altxor
13342	altzari
13343	altzo
13344	alu
13345	am
13346	ama
13351	amai
13352	amaiera
13353	amaitu
13354	amama
13355	amanda
13356	amandre
13361	amaorde
13362	amaraun
13363	amarra
13364	amarru
13365	amateur
13366	amatxi
13411	ameba
13412	amen
13413	amestu
13414	amets
13415	ametz
13416	amianto
13421	amildu
13422	amiral
13423	amnesia
13424	amodio
13425	amona
13426	amorru
13431	amu
13432	amultsu
13433	an
13434	anaia
13435	anaidi
13436	analisi
13441	anarkia
13442	andana
13443	andare
13444	andere
13445	andre
13446	andura
13451	anemia
13452	angelu
13453	angina
13454	angula
13455	animatu
13456	anitz
13461	anizkun
13462	anker
13463	anonimo
13464	anpere
13465	anpulu
13466	antena
13511	antsia
13512	antxeta
13513	antxume
13514	antz
13515	antza
13516	antzara
13521	antze
13522	antzean
13523	antzeko
13524	antzina
13525	antzo
13526	antzoki
13531	antzu
13532	ao
13533	aorta
13534	ap
13535	apain
13536	apaindu
13541	apaiz
13542	apal
13543	apaldu
13544	apalki
13545	aparatu
13546	aparta
13551	aparte
13552	apenas
13553	apeta
13554	apez
13555	apiar
13556	apika
13561	apiril
13562	apo
13563	apote
13564	apropos
13565	apuko
13566	apur
13611	apurka
13612	apurtu
13613	apustu
13614	aq
13615	ar
13616	arabar
13621	arabera
13622	arabiar
13623	arakatu
13624	aran
13625	arantza
13626	arasa
13631	aratxe
13632	aratz
13633	arau
13634	araudi
13635	arautu
13636	arazle
13641	arazo
13642	araztu
13643	arbaso
13644	arbel
13645	arbi
13646	arbola
13651	arbuio
13652	ardatz
13653	ardi
13654	ardit
13655	ardo
13656	ardura
13661	are
13662	area
13663	areago
13664	arean
13665	arerio
13666	areto
14111	argal
14112	argazki
14113	argi
14114	argiro
14115	argitsu
14116	argitu
14121	argudio
14122	ariketa
14123	arima
14124	arin
14125	arindu
14126	arinka
14131	arinki
14132	aritu
14133	arka
14134	arkabuz
14135	arkaiko
14136	arkatz
14141	arku
14142	arkume
14143	arkupe
14144	arlo
14145	arlote
14146	arma
14151	armada
14152	armairu
14153	armarri
14154	armatu
14155	arnasa
14156	arnegu
14161	arno
14162	aro
14163	arotz
14164	arpoi
14165	arra
14166	arraba
14211	arrada
14212	arragoa
14213	arrai
14214	arrain
14215	arraio
14216	arrano
14221	arrapo
14222	arraro
14223	arras
14224	arrasti
14225	arrasto
14226	arratoi
14231	arrats
14232	arraun
14233	arraza
14234	arrazoi
14235	arre
14236	arreba
14241	arren
14242	arrenka
14243	arreta
14244	arretaz
14245	arrimu
14246	arrisku
14251	arro
14252	arroa
14253	arroila
14254	arroka
14255	arropa
14256	arrosa
14261	arrotz
14262	arroz
14263	arrunt
14264	arta
14265	artalde
14266	artale
14311	artatu
14312	artazi
14313	arte
14314	artean
14315	artega
14316	artegi
14321	arteka
14322	arteko
14323	artelan
14324	arteria
14325	artez
14326	artiko
14331	artile
14332	artisau
14333	artista
14334	artizar
14335	arto
14336	artxibo
14341	artzain
14342	as
14343	asaba
14344	asaldu
14345	ase
14346	asebete
14351	aseezin
14352	aseguru
14353	asfalto
14354	asiar
14355	aska
14356	askari
14361	askatu
14362	aske
14363	aski
14364	asko
14365	askotan
14366	askotxo
14411	asma
14412	asmatu
14413	asmo
14414	asmotan
14415	asots
14416	aspaldi
14421	aspektu
14422	aspertu
14423	aste
14424	astero
14425	asti
14426	astigar
14431	astindu
14432	astiro
14433	asto
14434	astro
14435	astun
14436	asun
14441	aszeta
14442	at
14443	atabal
14444	ataka
14445	atal
14446	atari
14451	atarte
14452	ate
14453	atera
14454	ateri
14455	aterki
14456	aterpe
14461	atertu
14462	atezain
14463	atlas
14464	atleta
14465	atoi
14466	atomiko
14511	atomo
14512	atondo
14513	atondu
14514	atorra
14515	atotsi
14516	atseden
14521	atsegin
14522	atsitu
14523	atso
14524	atsotu
14525	atun
14526	atx
14531	atxiki
14532	atxilo
14533	atximur
14534	atzamar
14535	atzapar
14536	atzarri
14541	atzazal
14542	atze
14543	atzeman
14544	atzen
14545	atzendu
14546	atzera
14551	atzerri
14552	atzitu
14553	atzizki
14554	atzo
14555	atzoko
14556	au
14561	auhen
14562	aukera
14563	aukeran
14564	aulki
14565	auma
14566	aunitz
14611	aupa
14612	aupada
14613	aupatu
14614	aurka
14615	aurkako
14616	aurkari
14621	aurki
14622	aurkitu
14623	aurpegi
14624	aurre
14625	aurreko
14626	aurren
14631	aurrena
14632	aurrera
14633	aurrez
14634	aurten
14635	aurtiki
14636	ausarki
